time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,eulerX,eulerY,eulerZ,FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10,FSR11,FSR12,FSR13,FSR14,FSR15,FSR16,FSR17,FSR18,FSR19,ground
1533758215,0.41,-2.9,9.17,0.0625,0,-0.0625,357.625,2.625,17.625,0,0,0,0,0,0,0,0,19,152,0,0,0,0,29,0,0,9,0,33,left
1533758216,0.42,-2.92,9.05,-0.125,0.125,0.0625,357.625,2.625,17.625,0,0,0,0,14,0,0,0,19,150,0,0,0,0,29,0,0,9,10,34,left
1533758216,0.43,-2.91,9.05,0,0.0625,-0.0625,357.625,2.625,17.625,0,0,0,0,14,0,0,0,20,153,0,0,0,0,25,0,0,4,14,30,left
1533758217,0.41,-2.9,9.11,-0.1875,0.1875,-0.125,357.625,2.625,17.625,0,0,0,0,13,0,0,0,18,159,0,0,0,0,34,0,0,6,0,43,left
1533758218,0.4,-2.87,9.1,-0.3125,0.4375,0.0625,357.625,2.625,17.625,0,0,0,0,14,0,0,0,6,119,0,0,0,0,29,0,0,9,10,32,left
1533758218,0.42,-2.92,9.09,-0.4375,0.0625,-0.125,357.625,2.625,17.625,0,8,0,0,4,0,0,0,24,186,0,0,3,0,28,0,0,9,0,33,left
1533758219,0.39,-2.91,9.01,0.0625,-0.0625,0,357.625,2.625,17.625,0,0,0,0,2,0,0,0,7,151,0,0,0,0,29,0,0,9,0,35,left
1533758219,0.42,-2.93,9.03,-0.4375,0.1875,0.0625,357.625,2.625,17.5625,0,0,0,0,16,0,0,0,20,162,0,0,0,0,30,0,0,9,0,36,left
1533758220,0.4,-2.9,9.1,0.25,0,0.125,357.625,2.625,17.5625,0,0,0,0,14,0,0,0,19,162,0,0,0,0,30,0,0,9,0,36,left
1533758227,0.4,-2.92,9.11,0.0625,-0.0625,0.125,357.625,2.625,17.5625,0,0,0,0,14,0,0,0,22,163,0,0,0,0,28,0,0,9,0,34,left
1533758227,0.4,-2.9,9.12,0.125,-0.0625,0,357.625,2.625,17.5625,0,0,0,0,14,0,0,0,25,246,0,0,0,0,29,0,0,17,0,35,left
1533758227,0.43,-2.78,9.13,2.875,-1.4375,-0.1875,357.625,2.75,17.25,0,0,0,0,14,0,0,0,15,105,0,0,0,0,0,0,0,8,0,15,left
1533758227,-0.2,-4.12,8.45,7.25,9.5,-2.75,356.75,-0.125,19.8125,0,0,0,0,0,0,0,0,0,122,0,0,0,0,20,0,0,6,0,49,stomach
1533758227,-0.98,-1.86,9.66,2.0625,3.125,0.625,357.4375,-5,11,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,stomach
1533758227,-2.23,-2.11,8.93,-10.8125,12.625,-2.6875,0,-11.1875,15.5625,0,0,0,1,0,0,0,0,0,21,0,0,0,0,28,0,0,13,0,15,stomach
1533758227,0,-1.09,8.89,36.1875,-41.8125,16,355.625,6.125,3.9375,0,0,0,25,0,0,0,0,27,36,0,0,0,0,24,0,0,8,49,51,stomach
1533758227,-1.71,-2.19,9.69,5.25,19,-0.9375,358.625,-8.25,14.1875,0,0,0,0,0,0,0,0,0,20,0,0,0,0,29,48,0,13,36,57,stomach
1533758227,-0.6,-2.94,8.98,8.25,4.25,2.3125,357.9375,-3.6875,16.25,0,0,0,2,0,0,0,0,16,23,0,0,0,0,37,0,0,13,45,58,stomach
1533758227,-0.51,-2.66,8.92,-1.5,-0.4375,0.125,358,-3.6875,16.0625,0,0,0,0,0,0,0,0,21,14,0,0,0,0,29,21,0,19,46,53,stomach
1533758228,-0.53,-2.71,9.18,0.4375,-0.3125,0,358,-3.6875,16.25,0,0,0,0,0,0,0,0,0,19,0,0,0,0,26,28,0,39,35,28,stomach
1533758228,-0.57,-2.73,9.16,0.5,0.1875,-0.0625,358,-3.625,16.25,0,0,0,0,0,0,0,0,0,21,0,0,5,0,22,26,4,26,34,83,stomach
1533758229,-0.56,-2.76,9.23,0.25,-0.125,-0.125,358,-3.625,16.25,0,0,0,0,0,0,0,0,0,12,0,0,0,0,26,33,0,6,35,23,stomach
1533758230,-0.58,-2.71,9.22,0.25,0.0625,-0.0625,358,-3.625,16.25,0,0,0,9,0,0,0,0,16,13,0,0,18,0,42,35,0,17,48,56,stomach
1533758230,-0.54,-2.76,9.23,0.5,-0.0625,0,358,-3.625,16.25,0,0,0,0,0,0,0,0,16,22,0,0,6,0,43,29,0,6,51,54,stomach
1533758231,-0.55,-2.76,9.2,-0.5,0.25,0.0625,358,-3.625,16.25,0,0,0,0,17,0,0,0,20,28,0,0,12,0,46,34,0,9,43,51,stomach
1533758232,-0.55,-2.76,9.24,-0.1875,0,0.0625,358,-3.625,16.25,0,0,0,8,0,0,0,0,13,14,0,0,0,0,32,36,0,4,19,56,stomach
1533758232,-0.54,-2.79,9.23,0.0625,0.0625,0.125,358,-3.625,16.25,0,0,0,0,9,0,0,0,25,37,0,0,0,0,48,36,0,19,44,50,stomach
1533758233,-0.54,-2.69,9.18,0.25,-0.0625,-0.125,358,-3.625,16.0625,0,0,0,0,10,0,0,0,21,31,0,0,13,0,49,32,0,19,50,48,stomach
1533758234,-0.54,-2.7,9.26,-0.3125,-0.25,0.0625,358,-3.625,16.0625,0,0,0,0,17,0,0,0,20,22,0,0,0,0,36,32,0,12,15,44,stomach
1533758234,-0.54,-2.73,9.2,0.1875,0,-0.125,358,-3.625,16.0625,0,0,0,9,0,0,0,0,18,24,0,0,0,0,44,36,2,29,40,45,stomach
1533758235,-0.55,-2.78,9.19,0.25,0.125,0.125,358,-3.625,16.0625,0,0,0,0,0,0,0,0,0,23,0,0,0,0,32,36,0,0,22,27,stomach
1533758236,-0.53,-2.73,9.22,0.1875,0.0625,0.1875,358,-3.625,16.0625,0,0,0,0,0,0,0,10,0,17,0,0,0,0,33,34,0,17,68,54,stomach
1533758236,-0.54,-2.75,9.18,-0.5625,0,0,358,-3.625,16.0625,0,0,0,0,0,0,0,10,18,30,0,0,0,0,42,19,0,16,41,46,stomach
1533758237,-0.56,-2.75,9.17,-0.25,-0.1875,0.125,358,-3.625,16.0625,0,0,0,0,17,0,0,0,23,32,0,0,14,0,47,28,0,21,49,52,stomach
1533758238,-0.57,-2.72,9.14,0.5625,0.0625,-0.1875,358,-3.625,16.0625,0,0,0,10,18,0,0,0,24,34,0,0,18,0,58,29,0,22,58,64,stomach
1533758238,-0.58,-2.71,9.12,0.25,-0.25,-0.125,358,-3.625,16.0625,0,0,0,10,24,0,0,0,32,42,0,0,24,0,56,34,6,22,45,50,stomach
1533758239,-0.52,-2.72,9.16,0.25,-0.1875,0,358,-3.625,16.0625,0,0,0,11,17,0,0,10,24,34,0,0,14,0,48,26,0,20,50,34,stomach
1533758240,-0.56,-2.75,9.2,-0.0625,0.0625,-0.0625,358,-3.625,16.0625,0,0,0,10,17,0,0,23,31,47,0,0,16,0,66,35,6,26,63,59,stomach
1533758240,-0.56,-2.75,9.15,0.25,0.125,0,358,-3.625,16.0625,0,0,0,27,19,0,0,0,29,60,0,0,16,0,42,21,7,12,60,45,stomach
1533758241,-0.56,-2.68,9.13,-0.125,-0.4375,0.0625,358,-3.625,16.0625,0,0,0,10,16,0,0,0,25,35,0,0,15,0,50,30,0,20,49,19,stomach
1533758242,-0.56,-2.72,9.31,-0.0625,0,-0.125,358,-3.625,16.0625,0,0,0,0,5,0,0,13,20,48,0,0,0,0,51,12,0,21,47,50,stomach
1533758242,-0.53,-2.74,9.21,0.0625,0.125,0.125,358,-3.625,16.0625,0,0,0,16,0,0,0,0,18,31,0,0,0,0,46,34,0,20,48,51,stomach
1533758243,-0.55,-2.73,9.18,0.1875,0.0625,0,358,-3.625,16.0625,0,0,0,0,23,0,0,11,25,37,0,0,16,0,51,35,0,23,49,51,stomach
1533758243,-0.55,-2.76,9.24,-0.1875,0.25,0.0625,358,-3.625,16.0625,0,0,0,11,19,0,0,0,45,48,0,0,21,0,62,27,0,22,48,37,stomach
1533758244,-0.55,-2.71,9.16,0.0625,-0.125,-0.125,358,-3.625,16.0625,0,0,0,0,36,0,0,13,31,45,0,0,17,0,48,35,0,21,49,51,stomach
1533758245,-0.52,-2.73,9.19,0.0625,0.125,0.125,358,-3.625,16.0625,0,0,0,11,18,0,0,0,26,38,0,0,16,0,50,37,0,23,48,20,stomach
1533758245,-0.54,-2.71,9.17,0.1875,0.125,-0.0625,358,-3.625,16.0625,0,0,0,0,18,0,0,0,26,24,0,0,0,0,30,22,0,20,44,35,stomach
1533758246,-0.55,-2.68,9.18,-0.1875,-0.125,0,358,-3.625,16.0625,0,0,0,10,4,0,0,0,18,25,0,0,19,0,38,0,0,19,46,80,stomach
1533758247,-0.54,-2.73,9.13,0.125,-0.125,0.125,358,-3.625,16.0625,0,0,0,10,17,0,0,6,22,28,0,0,15,0,30,24,0,18,53,41,stomach
1533758247,-0.54,-2.74,9.22,0,0,-0.0625,358,-3.625,16.0625,0,0,0,0,16,0,0,0,37,26,0,0,16,0,37,38,0,23,53,56,stomach
1533758248,-0.52,-2.72,9.23,-0.125,-0.0625,-0.0625,358,-3.625,16.0625,0,0,0,15,20,0,0,22,34,52,0,0,24,0,61,7,9,24,54,38,stomach
1533758249,-0.53,-2.7,9.22,0.3125,0.0625,0.125,358,-3.625,16.0625,0,0,0,10,17,0,0,11,29,41,0,0,17,0,60,0,0,21,58,64,stomach
1533758249,-0.55,-2.72,9.18,0,0,-0.0625,358,-3.625,16.0625,0,0,0,11,26,0,0,11,34,51,0,0,22,0,44,37,0,21,61,67,stomach
1533758250,-0.53,-2.73,9.19,0.3125,0.125,-0.0625,358,-3.625,16.0625,0,0,0,11,17,0,0,0,22,31,0,0,5,0,21,30,0,5,45,44,stomach
1533758251,-0.52,-2.68,9.16,0.375,0.125,-0.0625,358,-3.625,16.0625,0,0,0,7,21,0,0,0,23,40,0,0,17,0,48,33,0,24,50,56,stomach
1533758251,-0.53,-2.67,9.23,0.0625,0.125,-0.0625,358,-3.625,16.0625,0,0,0,0,16,0,0,11,28,43,0,0,18,0,49,0,0,21,69,72,stomach
1533758252,-0.52,-2.68,9.23,-0.0625,0,0,358,-3.625,16.0625,0,0,0,11,16,0,0,10,32,75,0,0,19,0,84,0,0,25,49,100,stomach
1533758253,-0.52,-2.7,9.18,0.1875,0.125,-0.125,358,-3.625,16.0625,0,0,0,14,0,0,0,0,24,45,0,0,18,0,49,0,0,23,47,56,stomach
1533758253,-0.5,-2.65,9.14,0.25,-0.3125,-0.1875,358,-3.625,16.0625,0,0,0,17,9,0,0,11,31,45,0,0,19,0,50,8,0,22,48,53,stomach
1533758254,-0.53,-2.68,9.21,0,-0.125,0,358,-3.625,16.0625,0,0,0,25,0,0,0,0,19,45,0,0,16,0,52,0,0,23,50,57,stomach
1533758255,-0.52,-2.68,9.21,0,0.0625,0.125,358,-3.625,16.0625,0,0,0,10,17,0,0,12,29,46,0,0,18,0,51,0,0,23,48,58,stomach
1533758255,-0.53,-2.72,9.18,0,0.25,0.0625,358,-3.625,16.0625,0,0,0,0,0,0,0,0,25,44,0,0,18,0,47,0,0,22,49,57,stomach
1533758256,-0.52,-2.68,9.16,-0.0625,-0.1875,0.0625,358,-3.625,16.0625,0,0,0,0,0,0,0,12,27,46,0,0,18,0,52,0,0,23,49,61,stomach
1533758257,-0.55,-2.68,9.17,-0.25,-0.25,0.0625,358,-3.625,16.0625,0,0,0,0,16,0,0,10,30,46,0,0,19,0,51,0,0,24,52,60,stomach
1533758264,-0.51,-2.68,9.21,-0.125,-0.125,-0.0625,358,-3.625,16.0625,0,0,0,19,18,0,0,0,41,62,0,0,23,0,63,0,0,34,54,70,right
1533758264,-0.52,-2.68,9.15,0.25,0.1875,0,358,-3.625,16.0625,0,0,0,16,19,0,0,11,39,57,0,0,9,0,53,0,0,21,51,69,right
1533758264,-0.52,-2.66,9.13,0.0625,0,-0.125,358,-3.625,16.0625,0,0,0,0,22,0,0,8,30,41,0,0,18,0,53,0,0,25,48,59,right
1533758264,-0.51,-3.37,9.85,-36.6875,29.9375,5.6875,357.625,-5.5,19.3125,0,0,0,0,0,0,0,0,0,17,0,0,0,0,21,0,0,11,10,2,right
1533758264,-1.86,-2.78,9.68,3.375,-5.1875,0.875,357.625,-11.4375,15.0625,0,0,0,0,0,0,0,0,0,13,0,0,0,0,17,0,0,10,12,12,right
1533758264,-0.92,-2.26,8.06,-0.0625,-2.125,0.1875,357.1875,-9.875,14.5625,0,0,0,0,0,0,0,0,0,14,0,0,0,0,16,0,0,8,13,12,right
1533758264,-1.7,-2.28,10.43,14.25,-11,0.75,357.625,-12.1875,14.9375,0,0,0,0,0,0,0,4,0,21,12,0,0,0,16,0,0,8,11,12,right
1533758264,-1.54,-1.94,8.99,12,-9,-0.5625,359,-9.5625,13.5,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,11,0,0,right
1533758264,-2.55,-3.99,11.74,-3.75,16.75,-5.0625,359.25,-13.1875,16.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,right
1533758264,-2.48,-1.7,8.7,-2.4375,1.5625,-0.375,1.9375,-18.3125,13.1875,0,10,0,0,0,856,5,13,14,23,0,0,20,0,25,0,14,18,18,25,right
1533758264,-3.36,-1.83,9.24,1.3125,2.3125,-1,2.875,-20.25,12.625,0,18,0,0,0,0,0,12,0,19,10,0,0,0,18,0,0,13,12,12,right
1533758264,-3.12,-1.9,8.78,-1.4375,-2.875,-0.0625,2.5625,-19.8125,12.6875,0,7,0,0,0,0,0,11,0,19,23,0,0,0,20,0,0,12,13,18,right
1533758265,-3.32,-2.07,9,0.1875,-0.75,0.0625,2.5625,-19.9375,12.8125,0,8,0,0,0,856,2,0,0,0,26,0,0,0,20,0,0,0,7,22,right
1533758266,-3.33,-2.05,8.99,0.125,0.1875,-0.125,2.5625,-19.875,12.8125,0,8,0,0,29,857,14,16,15,37,35,9,19,0,15,0,0,20,0,16,right
1533758266,-3.33,-2.01,8.98,-0.375,0.1875,0,2.5625,-19.875,12.8125,0,11,3,0,0,857,6,14,13,20,22,0,13,0,21,0,0,12,12,0,right
1533758267,-3.32,-2.06,8.97,-0.25,0.1875,0,2.5625,-19.875,12.8125,0,8,0,0,0,856,3,0,0,0,28,0,0,0,9,0,0,7,1,9,right
1533758268,-3.34,-2.05,8.97,-0.125,0.0625,0.0625,2.5625,-19.875,12.8125,0,5,0,0,0,856,0,0,0,11,28,0,0,0,33,0,0,8,0,0,right
1533758268,-3.33,-2.06,8.93,-0.25,0.1875,0,2.5625,-19.875,12.8125,0,9,0,0,0,856,0,0,0,0,28,0,0,0,2,0,0,0,0,8,right
1533758269,-3.34,-2.09,8.97,-0.1875,-0.125,0.0625,2.5625,-19.875,12.8125,0,13,0,0,0,856,0,0,0,21,25,0,0,0,5,0,0,8,0,12,right
1533758270,-3.3,-2.07,8.93,-0.3125,0.1875,-0.0625,2.5625,-19.875,12.8125,0,13,0,0,0,855,5,13,0,21,22,0,13,0,22,0,0,12,12,12,right
1533758270,-3.31,-2.02,8.98,-0.125,0.125,0.125,2.5625,-19.875,12.8125,0,10,0,0,0,856,8,16,0,22,20,0,13,0,22,0,13,14,22,16,right
1533758271,-3.31,-2.06,8.98,0.375,-0.125,0.125,2.5625,-19.875,12.8125,0,11,0,0,0,856,9,16,14,52,19,0,39,0,32,0,13,18,19,32,right
1533758272,-3.33,-2.03,9.01,0,0.125,0.0625,2.5625,-19.875,12.8125,0,14,0,0,34,856,15,25,17,26,17,0,32,0,51,0,0,16,8,13,right
1533758272,-3.33,-2.04,8.96,-0.0625,0.125,0.0625,2.5625,-19.875,12.8125,0,12,0,0,0,857,11,16,16,24,17,0,14,0,23,0,0,14,13,17,right
1533758273,-3.3,-2.05,8.94,0.1875,-0.3125,-0.125,2.5625,-19.875,12.8125,0,13,0,8,28,856,19,26,19,29,11,0,23,0,32,0,13,15,15,12,right
1533758273,-3.32,-2.06,8.96,-0.25,0.0625,0.0625,2.5625,-19.875,12.8125,0,9,0,0,0,857,11,17,14,21,19,0,15,0,22,0,0,14,12,16,right
1533758274,-3.31,-2,8.94,0,-0.125,-0.0625,2.5625,-19.875,12.8125,0,27,0,0,18,856,19,21,21,30,19,0,29,0,48,0,0,15,0,0,right
1533758275,-3.34,-2.03,8.86,-0.25,0.1875,-0.0625,2.5625,-19.875,12.75,0,13,0,0,0,856,11,17,15,22,17,0,15,0,21,0,0,12,12,0,right
1533758275,-3.33,-2.02,8.87,-0.1875,-0.0625,0.125,2.5625,-19.875,12.75,0,13,0,0,0,856,0,0,0,0,19,0,0,0,14,0,0,12,0,0,right
1533758276,-3.32,-2.02,8.88,0.3125,0.125,0.0625,2.5625,-19.875,12.75,0,13,0,0,0,856,6,6,0,12,20,0,0,0,13,0,0,0,1,0,right
1533758277,-3.31,-2.01,8.98,-0.0625,0,0,2.5625,-19.875,12.75,0,11,0,0,0,0,0,10,0,21,22,0,13,0,23,0,0,13,11,13,right
1533758277,-3.33,-2.03,8.94,0.3125,-0.125,0.0625,2.5625,-19.875,12.75,0,10,0,0,0,0,0,18,13,23,21,0,15,0,22,0,0,12,11,13,right
1533758278,-3.29,-2.04,8.95,-0.0625,0.125,0,2.5625,-19.875,12.75,0,14,0,0,16,856,34,24,23,37,32,0,0,0,39,0,0,27,13,12,right
1533758279,-3.31,-2.03,8.95,-0.25,0.125,-0.0625,2.5625,-19.875,12.75,0,12,0,0,0,0,0,16,15,22,17,0,15,0,23,0,0,13,11,13,right
1533758279,-3.32,-2,8.86,-0.0625,-0.0625,0,2.5625,-19.875,12.75,0,13,0,0,0,26,0,10,0,20,20,0,0,0,0,0,0,10,0,0,right
1533758280,-3.31,-2.05,8.94,0,0,-0.0625,2.5625,-19.875,12.75,0,12,0,0,13,0,0,17,15,22,11,0,15,0,21,0,0,10,0,0,right
1533758281,-3.3,-2.02,8.99,0,-0.0625,-0.0625,2.5625,-19.875,12.75,0,12,0,0,0,0,0,0,0,0,0,0,4,0,20,0,0,16,0,11,right
1533758281,-3.32,-2,8.95,0,0.1875,0.0625,2.5625,-19.875,12.75,0,10,0,0,0,856,12,18,16,24,0,0,17,0,16,0,0,7,0,0,right
1533758282,-3.32,-2.04,8.96,-0.1875,-0.125,0,2.5625,-19.875,12.75,0,10,0,0,0,856,0,0,0,16,0,0,0,0,17,0,0,0,7,0,right
1533758283,-3.3,-2.03,8.95,-0.0625,0,-0.0625,2.5625,-19.875,12.75,0,23,0,0,15,0,2,20,15,0,0,0,14,0,22,0,0,13,12,11,right
1533758283,-3.3,-2,8.98,0.1875,-0.0625,-0.125,2.5625,-19.875,12.75,0,7,0,0,0,0,0,16,0,16,22,0,0,0,21,0,0,13,12,12,right
1533758284,-3.3,-2.03,8.95,-0.0625,0.125,0.125,2.5625,-19.875,12.75,0,14,0,0,15,0,12,41,23,37,27,0,29,0,28,0,11,31,16,20,right
1533758285,-3.33,-2.02,8.95,-0.125,0.0625,-0.0625,2.5625,-19.875,12.75,0,14,0,0,16,9,11,18,16,22,20,0,15,0,21,0,0,8,0,0,right
1533758285,-3.33,-2.04,8.93,-0.1875,-0.0625,0.0625,2.5625,-19.875,12.75,0,15,0,0,0,0,0,0,0,0,14,0,0,0,17,0,0,0,0,0,right
1533758286,-3.33,-2,8.95,-0.5,-0.0625,0.0625,2.5625,-19.875,12.75,0,14,0,0,0,856,8,11,0,15,10,0,0,0,22,0,0,3,11,7,right
1533758287,-3.32,-2.02,8.98,-0.0625,0,-0.0625,2.5625,-19.875,12.75,0,18,0,0,0,15,0,34,0,18,25,0,12,0,22,0,0,12,11,12,right
1533758287,-3.33,-2.03,8.97,-0.1875,-0.0625,0,2.5625,-19.875,12.75,0,18,0,0,15,0,14,27,21,29,0,0,23,0,29,0,15,16,9,32,right
1533758288,-3.31,-2.02,8.96,0.25,-0.375,0,2.5625,-19.875,12.75,0,14,0,0,3,0,0,0,0,15,0,0,17,0,5,0,0,11,0,0,right
1533758289,-3.33,-2.05,8.93,-0.125,-0.0625,0.0625,2.5625,-19.875,12.75,0,18,0,0,19,0,18,0,0,6,0,0,15,0,22,0,0,14,11,13,right
1533758289,-3.33,-1.99,8.99,0,0.125,0.0625,2.5625,-19.875,12.75,0,19,0,0,15,0,13,18,17,27,12,7,22,0,37,0,14,17,23,17,right
1533758290,-3.32,-2.02,8.96,0,0.0625,0,2.5625,-19.875,12.75,0,19,0,0,15,856,15,18,17,25,12,0,16,0,23,0,0,12,26,17,right
1533758290,-3.34,-2.06,8.84,-0.0625,0,0,2.5625,-19.875,12.75,0,19,0,0,15,856,12,17,0,5,12,0,0,0,19,0,0,0,0,0,right
1533758291,-3.32,-2.02,8.99,-0.0625,-0.0625,0.125,2.5625,-19.875,12.75,0,18,0,0,0,0,0,0,0,0,27,0,16,0,19,0,0,13,12,12,right
1533758292,-3.32,-2.09,8.97,0,-0.1875,0,2.5625,-19.875,12.75,0,21,0,0,9,0,0,37,35,24,10,0,18,0,22,0,0,14,12,12,right
1533758292,-3.29,-2.07,8.92,-0.1875,-0.0625,-0.125,2.5625,-19.875,12.75,0,12,0,12,0,0,15,13,19,26,14,0,15,0,24,0,0,13,10,12,right
1533758293,-3.33,-2.03,8.97,0,0.125,-0.0625,2.5625,-19.875,12.75,0,20,0,7,15,16,14,23,41,28,19,0,19,0,29,0,0,20,27,0,right
1533758294,-3.29,-2.03,8.98,0.125,-0.0625,-0.0625,2.5625,-19.875,12.75,0,17,0,0,15,856,15,20,16,25,16,0,18,0,24,0,0,16,16,20,right
1533758300,-3.3,-2.02,8.93,0.5,-0.1875,-0.125,2.5625,-19.875,12.75,0,17,0,0,15,0,15,20,15,24,15,0,0,0,14,0,0,9,0,0,back
1533758300,-3.3,-2.02,8.98,-0.25,0.0625,0.25,2.5625,-19.875,12.75,0,28,0,0,18,0,21,23,20,29,21,0,0,0,0,0,0,4,19,11,back
1533758300,-3.32,-2,8.97,0,-0.0625,0.125,2.5625,-19.875,12.75,0,16,0,8,16,856,15,19,18,22,16,0,0,0,4,0,0,8,0,0,back
1533758300,-3.16,-1.92,8.87,4.1875,1.5625,-1.75,3,-19.375,11.75,0,36,0,0,0,857,8,0,0,7,0,0,0,0,0,0,0,4,0,0,back
1533758300,-2.25,-1.15,9.23,5.625,-18.6875,3.6875,2.875,-15.5,8.625,0,0,0,0,0,855,4,17,18,21,0,0,14,0,17,0,0,17,15,9,back
1533758300,-0.88,-2.3,9.59,-4,-4.875,1.1875,359.9375,-5.6875,13.8125,0,0,0,0,0,0,0,15,0,0,0,0,7,0,0,0,0,19,0,0,back
1533758300,-1.61,-2.33,9.34,3.875,9.3125,-0.875,0.625,-9.3125,12.8125,0,0,0,0,0,0,0,15,19,24,0,0,13,0,20,0,0,18,0,0,back
1533758300,-1.95,-1.91,9.94,15.5625,11.0625,3.125,0.75,-11.875,12.0625,0,0,0,8,0,856,3,21,26,43,0,0,25,0,53,0,0,43,27,9,back
1533758300,-2.07,-2.05,9.15,-0.3125,0.5625,-0.125,0.625,-12.5,12.6875,0,0,0,0,0,0,0,17,28,45,0,0,21,0,38,0,0,49,18,17,back
1533758300,-2.01,-2.09,9.17,0.125,0.125,0.0625,0.625,-12.4375,12.9375,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,0,0,36,0,0,back
1533758301,-2.07,-2.13,9.18,-0.125,0.4375,0.125,0.625,-12.5,12.9375,0,0,0,0,5,125,0,7,35,26,0,0,17,0,26,0,0,45,15,13,back
1533758302,-2.03,-2.09,9.27,-0.3125,0.0625,0,0.625,-12.5,12.9375,0,0,0,0,0,105,0,18,33,46,0,0,22,0,40,0,0,48,17,20,back
1533758302,-2.03,-2.1,9.26,-0.1875,-0.0625,-0.0625,0.625,-12.5625,12.9375,0,0,0,6,0,102,0,25,31,40,0,0,45,0,40,0,0,54,21,0,back
1533758303,-2.04,-2.08,9.26,-0.0625,-0.25,0,0.625,-12.625,12.9375,0,0,0,0,0,116,0,20,56,48,0,0,20,0,37,0,0,49,14,44,back
1533758303,-2.07,-2.07,9.33,0.0625,-0.375,-0.1875,0.625,-12.625,12.9375,0,0,4,0,0,117,0,17,20,28,0,0,15,0,25,0,0,48,15,15,back
1533758304,-2.06,-2.11,9.22,-0.25,0.1875,-0.125,0.625,-12.625,12.9375,0,0,0,0,0,116,0,18,22,28,0,0,16,0,25,0,0,51,18,18,back
1533758305,-2.07,-2.11,9.22,-0.5,0.0625,-0.1875,0.625,-12.625,12.9375,0,0,0,0,0,112,0,20,22,31,0,0,17,0,26,0,0,50,19,40,back
1533758305,-2.06,-2.1,9.21,-0.125,-0.0625,0.0625,0.625,-12.625,12.9375,0,0,0,0,0,115,0,18,22,28,0,0,17,0,27,0,0,51,15,15,back
1533758306,-2.06,-2.1,9.22,0.3125,0.25,0,0.625,-12.625,12.9375,0,0,0,0,0,143,0,19,20,29,0,0,17,0,24,0,0,49,15,13,back
1533758307,-2.09,-2.07,9.23,-0.0625,-0.0625,0.0625,0.625,-12.625,12.9375,0,0,0,0,0,166,0,20,26,31,0,0,17,0,36,0,0,49,16,29,back
1533758307,-2.08,-2.09,9.18,-0.1875,0.0625,0.0625,0.625,-12.625,12.9375,0,0,0,0,0,149,0,21,31,42,0,0,21,0,39,0,0,48,23,0,back
1533758308,-2.06,-2.05,9.23,0.125,-0.1875,-0.125,0.625,-12.625,12.9375,0,0,0,0,0,130,0,21,26,31,0,0,20,0,36,0,0,66,22,20,back
1533758309,-2.07,-2.09,9.23,0.0625,-0.0625,0,0.625,-12.625,12.9375,0,0,0,0,0,131,0,19,25,30,0,0,16,0,27,0,0,49,15,16,back
